"Item Label","URI","Citation URI","Project","Project URI","Context","Context [2]","Context [3]","Context [4]","Context [5]","Context [6]","Early BCE/CE","Late BCE/CE","Context [7]","Context [8]","Context [9]","Context URI","Latitude (WGS 84)","Longitude (WGS 84)","Item Category","icon","Thumbnail","Published Date","Updated Date"
"Color Photo 023067","http://opencontext.org/media/e3804c37-ad73-45d5-ae5c-fd736c317286","https://n2t.net/ark:/28722/k2cj8pj4z","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Top","","","Sphinx Rump Ledge","Feature FTd2","","https://opencontext.org/subjects/8b4a6c3e-a6a0-4956-9751-cb54e29df0df","29.97526895569596","31.137322187639956","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/023067.jpg","2017-12-23T00:59:05Z","2025-04-02T11:11:44Z"
"Color Photo 020912","http://opencontext.org/media/407e706d-2abd-4c82-a516-eba33f3faf01","https://n2t.net/ark:/28722/k29313r98","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020912.jpg","2017-12-23T00:38:57Z","2025-04-02T11:01:31Z"
"Color Photo 021916","http://opencontext.org/media/0d354e5b-e321-4bb0-b60c-e43ca3013b08","https://n2t.net/ark:/28722/k23t9v42b","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021916.jpg","2017-12-23T00:48:54Z","2025-04-02T11:06:35Z"
"Color Photo 021842","http://opencontext.org/media/3e247569-00ab-48e6-87b0-177500aad50a","https://n2t.net/ark:/28722/k2n87hx1q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021842.jpg","2017-12-23T00:48:14Z","2025-04-02T11:06:15Z"
"Color Photo 021430","http://opencontext.org/media/33e5afc4-a577-4c37-8c67-e4577e02bad2","https://n2t.net/ark:/28722/k2c82kb8x","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021430.jpg","2017-12-23T00:44:03Z","2025-04-02T11:04:20Z"
"Color Photo 021880","http://opencontext.org/media/3d2c991c-c55c-4082-9a10-ff05da745ad3","https://n2t.net/ark:/28722/k2wh2vc0w","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021880.jpg","2017-12-23T00:48:35Z","2025-04-02T11:06:27Z"
"Color Photo 021907","http://opencontext.org/media/050b861c-3e7e-45c3-bba5-2969832025a6","https://n2t.net/ark:/28722/k28k7kt7s","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021907.jpg","2017-12-23T00:48:49Z","2025-04-02T11:06:33Z"
"Color Photo 020369","http://opencontext.org/media/0d7e01b8-6eba-43d9-93ac-f797f29e8eec","https://n2t.net/ark:/28722/k29s21g6p","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020369.jpg","2017-12-23T00:33:59Z","2025-04-02T10:58:32Z"
"Color Photo 021838","http://opencontext.org/media/126b1cf8-4065-4174-9adb-35203d316625","https://n2t.net/ark:/28722/k2571pk58","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Amenhotep II Temple","","","","","","","https://opencontext.org/subjects/d0d04676-6933-4f6a-a6e4-2ddeee2d8291","29.975570022962426","31.138119272840626","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021838.jpg","2017-12-23T00:48:12Z","2025-04-02T11:06:14Z"
"Color Photo 021892","http://opencontext.org/media/2b568185-427a-481d-b838-4c58d6c4490a","https://n2t.net/ark:/28722/k26t0xt4m","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021892.jpg","2017-12-23T00:48:41Z","2025-04-02T11:06:30Z"
"Color Photo 021443","http://opencontext.org/media/e8aedfe4-8952-438b-b2cb-090db1caf4ce","https://n2t.net/ark:/28722/k2pk0nz8z","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northwest","","","","","","https://opencontext.org/subjects/39e6505d-5312-485b-bed4-44f9609e480d","29.975380310025677","31.137304256746678","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021443.jpg","2017-12-23T00:44:10Z","2025-04-02T11:04:23Z"
"Color Photo 021874","http://opencontext.org/media/3f794b8d-be33-4181-8c6e-b4c61b363dc0","https://n2t.net/ark:/28722/k2nz8fn1k","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021874.jpg","2017-12-23T00:48:30Z","2025-04-02T11:06:26Z"
"Color Photo 023046","http://opencontext.org/media/f6339771-75fb-460d-a6a4-fb04a818a80d","https://n2t.net/ark:/28722/k2sx6k79v","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Top","","","Sphinx Rump Ledge","","","https://opencontext.org/subjects/fa01c588-b111-45e2-a781-2d830cdbcb95","29.97526895569596","31.137322187639956","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/023046.jpg","2017-12-23T00:58:54Z","2025-04-02T11:11:39Z"
"Color Photo 020389","http://opencontext.org/media/584fc0fc-9955-4ab1-919b-f5b8277e3553","https://n2t.net/ark:/28722/k2qv3t13q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020389.jpg","2017-12-23T00:34:10Z","2025-04-02T10:58:40Z"
"Color Photo 021569","http://opencontext.org/media/e79a5541-239a-4a4a-8c87-e40408cfaffe","https://n2t.net/ark:/28722/k2df71129","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021569.jpg","2017-12-23T00:45:23Z","2025-04-02T11:05:01Z"
"Color Photo 021647","http://opencontext.org/media/327a8905-e44a-4210-bbc9-6eb274036aee","https://n2t.net/ark:/28722/k2b56v25c","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021647.jpg","2017-12-23T00:46:09Z","2025-04-02T11:05:24Z"
"Color Photo 021917","http://opencontext.org/media/7f183128-af28-4ec7-a126-1ce8cc6d8f15","https://n2t.net/ark:/28722/k20294b0v","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021917.jpg","2017-12-23T00:48:55Z","2025-04-02T11:06:36Z"
"Color Photo 021833","http://opencontext.org/media/2d7843db-3432-4d38-8dad-2e25da679ecf","https://n2t.net/ark:/28722/k2t158m53","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021833.jpg","2017-12-23T00:48:09Z","2025-04-02T11:06:13Z"
"Color Photo 021558","http://opencontext.org/media/7bff620b-7db0-4636-8b9c-0ecd6824ef90","https://n2t.net/ark:/28722/k2tm7gz1r","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021558.jpg","2017-12-23T00:45:16Z","2025-04-02T11:04:57Z"
"Color Photo 021438","http://opencontext.org/media/53493d13-13e9-4139-afbe-fdaf4996e634","https://n2t.net/ark:/28722/k2b85jf76","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Top","","","Sphinx Rump Ledge","","","https://opencontext.org/subjects/fa01c588-b111-45e2-a781-2d830cdbcb95","29.97526895569596","31.137322187639956","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021438.jpg","2017-12-23T00:44:07Z","2025-04-02T11:04:22Z"
"Color Photo 021700","http://opencontext.org/media/e827a04e-65c4-47b3-adbd-ecfc989dffea","https://n2t.net/ark:/28722/k2gm8gk70","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021700.jpg","2017-12-23T00:46:42Z","2025-04-02T11:05:38Z"
"Color Photo 021834","http://opencontext.org/media/c961f392-c8de-4045-8346-ecbf7400b57d","https://n2t.net/ark:/28722/k2p84jt0g","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021834.jpg","2017-12-23T00:48:10Z","2025-04-02T11:06:13Z"
"Color Photo 021793","http://opencontext.org/media/2c0a6d70-fcf5-407b-a633-783d5b01b4aa","https://n2t.net/ark:/28722/k2pk0p00z","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021793.jpg","2017-12-23T00:47:47Z","2025-04-02T11:06:04Z"
"Color Photo 021906","http://opencontext.org/media/5fd02aea-14e0-460e-8e0f-4936b5bd232f","https://n2t.net/ark:/28722/k2db89n3h","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021906.jpg","2017-12-23T00:48:49Z","2025-04-02T11:06:33Z"
"Color Photo 021881","http://opencontext.org/media/21ecab43-b627-47be-af73-510937eb6e9b","https://n2t.net/ark:/28722/k2rr24j51","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021881.jpg","2017-12-23T00:48:35Z","2025-04-02T11:06:27Z"
"Color Photo 021905","http://opencontext.org/media/4f2640b8-ebae-4691-ad9a-d95d6a80fdf9","https://n2t.net/ark:/28722/k2j10b24w","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021905.jpg","2017-12-23T00:48:48Z","2025-04-02T11:06:33Z"
"Color Photo 020368","http://opencontext.org/media/876f18e7-a5aa-49d5-9f92-b9f3dd97138d","https://n2t.net/ark:/28722/k2fj2r921","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","East Chapel","","","https://opencontext.org/subjects/c47c26c5-c9c7-402d-be8d-588bb0f3ac53","29.975266248301207","31.13786131886295","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020368.jpg","2017-12-23T00:33:58Z","2025-04-02T10:58:32Z"
"Color Photo 021891","http://opencontext.org/media/93061fb3-dfd3-4bb9-9e55-21d750f0c3e3","https://n2t.net/ark:/28722/k2bg2z76x","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","","","","https://opencontext.org/subjects/5714b49e-a383-4738-9235-29841bfaaba0","29.97526657483614","31.137937830616877","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021891.jpg","2017-12-23T00:48:40Z","2025-04-02T11:06:29Z"
"Color Photo 023049","http://opencontext.org/media/9f37eb7e-3dc6-4792-923c-92cd46316ded","https://n2t.net/ark:/28722/k2902dd9v","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northwest","","","","","","https://opencontext.org/subjects/39e6505d-5312-485b-bed4-44f9609e480d","29.975380310025677","31.137304256746678","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/023049.jpg","2017-12-23T00:58:55Z","2025-04-02T11:11:40Z"
"Color Photo 021570","http://opencontext.org/media/ff46624c-d261-452c-b124-0b3b8baa2cd7","https://n2t.net/ark:/28722/k28p69691","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021570.jpg","2017-12-23T00:45:23Z","2025-04-02T11:05:01Z"
"Color Photo 020363","http://opencontext.org/media/de384acf-3445-411f-a55d-d3577554dbbf","https://n2t.net/ark:/28722/k2377mr8s","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","East Chapel","","","https://opencontext.org/subjects/c47c26c5-c9c7-402d-be8d-588bb0f3ac53","29.975266248301207","31.13786131886295","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020363.jpg","2017-12-23T00:33:56Z","2025-04-02T10:58:24Z"
"Color Photo 021556","http://opencontext.org/media/856e1bf7-3452-4d34-91e9-31fc444ede36","https://n2t.net/ark:/28722/k2348xd3z","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northwest","","","","","","https://opencontext.org/subjects/39e6505d-5312-485b-bed4-44f9609e480d","29.975380310025677","31.137304256746678","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021556.jpg","2017-12-23T00:45:15Z","2025-04-02T11:04:57Z"
"Color Photo 020588","http://opencontext.org/media/b2be0278-92c1-43af-bbd7-88346ad942c3","https://n2t.net/ark:/28722/k25148s52","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","East Chapel","","","https://opencontext.org/subjects/c47c26c5-c9c7-402d-be8d-588bb0f3ac53","29.975266248301207","31.13786131886295","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020588.jpg","2017-12-23T00:35:58Z","2025-04-02T10:59:36Z"
"Color Photo 021573","http://opencontext.org/media/671b5b9d-7aca-4aa5-9bcc-a14fc827f69c","https://n2t.net/ark:/28722/k2wd44z5z","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Head","","","","","","https://opencontext.org/subjects/3815d001-e143-4a87-aa4b-75cd830098f0","29.975270095257734","31.137750465823583","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021573.jpg","2017-12-23T00:45:25Z","2025-04-02T11:05:02Z"
"Color Photo 023047","http://opencontext.org/media/7e4894b5-b3cb-4375-be9b-ab43dce20678","https://n2t.net/ark:/28722/k2jd54n2r","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Top","","","Sphinx Rump Ledge","","","https://opencontext.org/subjects/fa01c588-b111-45e2-a781-2d830cdbcb95","29.97526895569596","31.137322187639956","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/023047.jpg","2017-12-23T00:58:54Z","2025-04-02T11:11:39Z"
"Color Photo 020256","http://opencontext.org/media/e094de32-e92f-4158-9818-198e90d182a6","https://n2t.net/ark:/28722/k2x63s28g","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx East","","","East Chapel","","","https://opencontext.org/subjects/c47c26c5-c9c7-402d-be8d-588bb0f3ac53","29.975266248301207","31.13786131886295","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020256.jpg","2017-12-23T00:32:49Z","2025-04-02T10:57:57Z"
"Color Photo 020156","http://opencontext.org/media/50651711-22d1-491b-b836-220db824c71d","https://n2t.net/ark:/28722/k2tt4wq3g","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx Northeast","","","","","","https://opencontext.org/subjects/43103a22-ce5d-4d38-8c0a-7724000e2bb8","29.975383029433967","31.13792855839629","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/020156.jpg","2017-12-23T00:31:51Z","2025-04-02T10:57:21Z"
"Color Photo 021396","http://opencontext.org/media/9db126f4-fd0b-4e98-ad31-db9178987799","https://n2t.net/ark:/28722/k2rn3f52q","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Mound","Square N11, E9","","","","","","","https://opencontext.org/subjects/57393646-aea6-4cae-8f69-409639228e07","29.976167382281705","31.138949192517742","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021396.jpg","2017-12-23T00:43:44Z","2025-04-02T11:04:09Z"
"Color Photo 021414","http://opencontext.org/media/3d7b4b46-764e-4dc2-b84d-099b6fb73a94","https://n2t.net/ark:/28722/k2f47xr4n","ARCE Sphinx Project 1979-1983 Archive","https://opencontext.org/projects/141e814a-ba2d-4560-879f-80f1afb019e9","Africa","Egypt","Giza","Sphinx Amphitheater","Sphinx Ditch","Sphinx North","","","","","","https://opencontext.org/subjects/d3bd4bc7-ff1d-4713-821d-aa02cbb290ff","29.975374215658384","31.137593769978867","Image media","https://opencontext.org/static/oc/icons-v2/noun-image-file-1453705.svg","https://artiraq.org/static/opencontext/giza-sphinx/thumbs/Color-Photos/021414.jpg","2017-12-23T00:43:54Z","2025-04-02T11:04:15Z"
